"link","course_id","course_name","term","time1"
"http://www.jhsph.edu/courses/course/21856/2015/220.820.01/thesis-research-drph-program-international-health","220.820.01","THESIS RESEARCH DRPH PROGRAM INTERNATIONAL HEALTH","4th",NA
"http://www.jhsph.edu/courses/course/21857/2015/220.840.01/special-studies-and-research-drph-program-international-health","220.840.01","SPECIAL STUDIES AND RESEARCH DRPH PROGRAM INTERNATIONAL HEALTH","4th",NA
"http://www.jhsph.edu/courses/course/22024/2015/220.895.01/mph-practicum-international-health","220.895.01","MPH PRACTICUM: INTERNATIONAL HEALTH","4th",NA
"http://www.jhsph.edu/courses/course/22142/2015/221.608.94/managing-non-governmental-organizations-in-the-health-sector","221.608.94","MANAGING NON-GOVERNMENTAL ORGANIZATIONS IN THE HEALTH SECTOR","4th",NA
"http://www.jhsph.edu/courses/course/21954/2015/221.611.01/food-nutrition-and-livelihood-in-humanitarian-emergencies","221.611.01","FOOD/NUTRITION AND LIVELIHOOD IN HUMANITARIAN EMERGENCIES","4th","Wednesday,  8:30-10:20am"
"http://www.jhsph.edu/courses/course/21863/2015/221.616.01/ethics-of-public-health-practice-in-developing-countries","221.616.01","ETHICS OF PUBLIC HEALTH PRACTICE IN DEVELOPING COUNTRIES","4th","Monday,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/22117/2015/221.616.81/ethics-of-public-health-practice-in-developing-countries","221.616.81","ETHICS OF PUBLIC HEALTH PRACTICE IN DEVELOPING COUNTRIES","4th",NA
"http://www.jhsph.edu/courses/course/22097/2015/221.617.01/behavioral-economics-in-health-decisions","221.617.01","BEHAVIORAL ECONOMICS IN HEALTH DECISIONS","4th","Wednesday,  8:30-10:20am"
"http://www.jhsph.edu/courses/course/22112/2015/221.618.01/health-in-prisons","221.618.01","HEALTH IN PRISONS","4th","Thursday,  5:30-7:20pm"
"http://www.jhsph.edu/courses/course/21955/2015/221.620.01/applying-summary-measures-of-population-health-to-improve-health-systems","221.620.01","APPLYING SUMMARY MEASURES OF POPULATION HEALTH TO IMPROVE HEALTH SYSTEMS","4th","TuTh,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/22049/2015/221.620.81/applying-summary-measures-of-population-health-to-improve-health-systems","221.620.81","APPLYING SUMMARY MEASURES OF POPULATION HEALTH TO IMPROVE HEALTH SYSTEMS","4th",NA
"http://www.jhsph.edu/courses/course/22025/2015/221.624.81/urban-health-in-developing-countries","221.624.81","URBAN HEALTH IN DEVELOPING COUNTRIES","4th",NA
"http://www.jhsph.edu/courses/course/22010/2015/221.642.01/mental-health-aspects-of-disaster-public-health-preparedness-and-response","221.642.01","MENTAL HEALTH ASPECTS OF DISASTER: PUBLIC HEALTH PREPAREDNESS AND RESPONSE","4th","Monday,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/22040/2015/221.644.01/econometric-methods-for-evaluation-of-health-programs","221.644.01","ECONOMETRIC METHODS FOR EVALUATION OF HEALTH PROGRAMS","4th","TuTh,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/22041/2015/221.645.01/large-scale-effectiveness-evaluations-of-health-programs","221.645.01","LARGE-SCALE EFFECTIVENESS EVALUATIONS OF HEALTH PROGRAMS","4th","TuTh,  8:30-9:50am"
"http://www.jhsph.edu/courses/course/22073/2015/221.645.81/large-scale-effectiveness-evaluations-of-health-programs","221.645.81","LARGE-SCALE EFFECTIVENESS EVALUATIONS OF HEALTH PROGRAMS","4th",NA
"http://www.jhsph.edu/courses/course/22078/2015/221.651.01/econometrics-i","221.651.01","ECONOMETRICS I","4th","TuTh,  8:30-10:20am"
"http://www.jhsph.edu/courses/course/22099/2015/221.653.81/hospital-based-injury-trauma-surveillance-in-low-and-middle-income-countries","221.653.81","HOSPITAL-BASED INJURY/TRAUMA SURVEILLANCE IN LOW- AND MIDDLE-INCOME COUNTRIES","4th",NA
"http://www.jhsph.edu/courses/course/22105/2015/221.655.01/surgical-care-needs-in-low-and-middle-income-countries","221.655.01","SURGICAL CARE NEEDS IN LOW AND MIDDLE INCOME COUNTRIES","4th","Monday,  5:30-7:20pm"
"http://www.jhsph.edu/courses/course/23030/2015/221.660.01/systems-science-in-public-health-basic-modeling-and-simulation-methods","221.660.01","SYSTEMS SCIENCE IN PUBLIC HEALTH: BASIC MODELING AND SIMULATION METHODS","4th","Wednesday,  3:30-6:20pm"
"http://www.jhsph.edu/courses/course/21956/2015/221.661.01/project-development-for-primary-health-care-in-developing-countries","221.661.01","PROJECT DEVELOPMENT FOR PRIMARY HEALTH CARE IN DEVELOPING COUNTRIES","4th","MW,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/21924/2015/221.810.01/field-placement-health-systems","221.810.01","FIELD PLACEMENT HEALTH SYSTEMS","4th",NA
"http://www.jhsph.edu/courses/course/21957/2015/221.820.01/thesis-research-health-systems","221.820.01","THESIS RESEARCH HEALTH SYSTEMS","4th",NA
"http://www.jhsph.edu/courses/course/21959/2015/221.830.01/postdoctoral-research-health-systems","221.830.01","POSTDOCTORAL RESEARCH HEALTH SYSTEMS","4th",NA
"http://www.jhsph.edu/courses/course/21837/2015/221.840.01/special-studies-and-research-health-systems","221.840.01","SPECIAL STUDIES AND RESEARCH HEALTH SYSTEMS","4th",NA
"http://www.jhsph.edu/courses/course/21963/2015/221.860.01/health-systems-program-seminar","221.860.01","HEALTH SYSTEMS PROGRAM SEMINAR","4th","Tuesday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/22003/2015/221.861.01/doctoral-seminar-in-health-systems","221.861.01","DOCTORAL SEMINAR IN HEALTH SYSTEMS","4th","Thursday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/21838/2015/222.649.01/international-nutrition","222.649.01","INTERNATIONAL NUTRITION","4th","TuTh,  3:30-4:50pm"
"http://www.jhsph.edu/courses/course/22075/2015/222.649.81/international-nutrition","222.649.81","INTERNATIONAL NUTRITION","4th",NA
"http://www.jhsph.edu/courses/course/22067/2015/222.652.81/nutrition-in-disease-treatment-and-prevention","222.652.81","NUTRITION IN DISEASE TREATMENT AND PREVENTION","4th",NA
"http://www.jhsph.edu/courses/course/22052/2015/222.653.01/food-technology-and-health","222.653.01","FOOD TECHNOLOGY AND HEALTH","4th","MW,  10:30-11:50am"
"http://www.jhsph.edu/courses/course/21839/2015/222.654.01/food-culture-and-nutrition","222.654.01","FOOD, CULTURE, AND NUTRITION","4th","MW,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/22115/2015/222.661.01/designing-healthy-diets","222.661.01","DESIGNING HEALTHY DIETS","4th","Tuesday,  1:30-2:20pm"
"http://www.jhsph.edu/courses/course/21962/2015/222.810.01/field-placement-human-nutrition","222.810.01","FIELD PLACEMENT HUMAN NUTRITION","4th",NA
"http://www.jhsph.edu/courses/course/21931/2015/222.820.01/thesis-research-human-nutrition","222.820.01","THESIS RESEARCH HUMAN NUTRITION","4th",NA
"http://www.jhsph.edu/courses/course/21939/2015/222.830.01/postdoctoral-research-human-nutrition","222.830.01","POSTDOCTORAL RESEARCH HUMAN NUTRITION","4th",NA
"http://www.jhsph.edu/courses/course/21840/2015/222.840.01/special-studies-and-research-human-nutrition","222.840.01","SPECIAL STUDIES AND RESEARCH HUMAN NUTRITION","4th",NA
"http://www.jhsph.edu/courses/course/21842/2015/222.860.01/graduate-nutrition-seminar","222.860.01","GRADUATE NUTRITION SEMINAR","4th","Tuesday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/21969/2015/222.861.01/doctoral-seminar-in-proposal-development","222.861.01","DOCTORAL SEMINAR IN PROPOSAL DEVELOPMENT","4th",NA
"http://www.jhsph.edu/courses/course/22037/2015/223.672.81/data-mgmt-methods-in-health-research-studies","223.672.81","DATA MGMT METHODS IN HEALTH RESEARCH STUDIES","4th",NA
"http://www.jhsph.edu/courses/course/21845/2015/223.680.01/global-disease-control-programs-and-policies","223.680.01","GLOBAL DISEASE CONTROL PROGRAMS AND POLICIES","4th","MW,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/21779/2015/223.680.81/global-disease-control-programs-and-policies","223.680.81","GLOBAL DISEASE CONTROL PROGRAMS AND POLICIES","4th",NA
"http://www.jhsph.edu/courses/course/21846/2015/223.682.60/clinical-and-epidemiologic-aspects-of-tropical-diseases","223.682.60","CLINICAL AND EPIDEMIOLOGIC ASPECTS OF TROPICAL DISEASES","4th","TuTh,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/22076/2015/223.682.81/clinical-and-epidemiologic-aspects-of-tropical-diseases","223.682.81","CLINICAL AND EPIDEMIOLOGIC ASPECTS OF TROPICAL DISEASES","4th",NA
"http://www.jhsph.edu/courses/course/21843/2015/223.689.01/biologic-basis-of-vaccine-development","223.689.01","BIOLOGIC BASIS OF VACCINE DEVELOPMENT","4th","MW,  3:30-4:50pm"
"http://www.jhsph.edu/courses/course/22093/2015/223.690.01/the-design-and-analysis-of-cluster-randomized-trials","223.690.01","THE DESIGN AND ANALYSIS OF CLUSTER RANDOMIZED TRIALS","4th","Tuesday,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/22114/2015/223.691.01/modeling-change-in-maternal-neonatal-and-child-mortality","223.691.01","MODELING CHANGE IN MATERNAL, NEONATAL AND CHILD MORTALITY","4th","Tuesday,  3:30-4:20pm"
"http://www.jhsph.edu/courses/course/22072/2015/223.705.81/clinical-vaccine-trials-and-good-clinical-practice-gcp","223.705.81","CLINICAL VACCINE TRIALS AND GOOD CLINICAL PRACTICE (GCP)","4th",NA
"http://www.jhsph.edu/courses/course/21847/2015/223.810.01/field-placement-disease-control","223.810.01","FIELD PLACEMENT DISEASE CONTROL","4th",NA
"http://www.jhsph.edu/courses/course/21844/2015/223.820.01/thesis-research-disease-control","223.820.01","THESIS RESEARCH DISEASE CONTROL","4th",NA
"http://www.jhsph.edu/courses/course/21848/2015/223.830.01/postdoctoral-research-disease-control","223.830.01","POSTDOCTORAL RESEARCH DISEASE CONTROL","4th",NA
"http://www.jhsph.edu/courses/course/21849/2015/223.840.01/special-studies-and-research-disease-control","223.840.01","SPECIAL STUDIES AND RESEARCH DISEASE CONTROL","4th",NA
"http://www.jhsph.edu/courses/course/22116/2015/223.844.01/special-studies-and-research-lab-seminar-in-mobile-data-collection","223.844.01","SPECIAL STUDIES AND RESEARCH: LAB SEMINAR IN MOBILE DATA COLLECTION","4th","Thursday,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/21970/2015/223.860.01/global-disease-epidemiology-and-control-program-seminar","223.860.01","GLOBAL DISEASE EPIDEMIOLOGY AND CONTROL PROGRAM SEMINAR","4th","Monday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/21988/2015/223.861.01/global-disease-epidemiology-and-control-program-doctoral-seminar","223.861.01","GLOBAL DISEASE EPIDEMIOLOGY AND CONTROL PROGRAM DOCTORAL SEMINAR","4th","Wednesday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/21935/2015/224.691.01/qualitative-research-ii-data-analysis","224.691.01","QUALITATIVE RESEARCH II:   DATA ANALYSIS","4th","MW,  8:30-10:20am"
"http://www.jhsph.edu/courses/course/21852/2015/224.692.01/formative-research-for-behavioral-and-community-interventions","224.692.01","FORMATIVE RESEARCH FOR BEHAVIORAL AND COMMUNITY INTERVENTIONS","4th","MF,  10:30-11:50am"
"http://www.jhsph.edu/courses/course/21940/2015/224.810.01/field-placement-social-and-behavioral-interventions","224.810.01","FIELD PLACEMENT SOCIAL AND BEHAVIORAL INTERVENTIONS","4th",NA
"http://www.jhsph.edu/courses/course/21941/2015/224.820.01/thesis-research-social-and-behavioral-interventions","224.820.01","THESIS RESEARCH SOCIAL AND BEHAVIORAL INTERVENTIONS","4th",NA
"http://www.jhsph.edu/courses/course/21942/2015/224.830.01/postdoctoral-research-social-and-behavioral-interventions","224.830.01","POSTDOCTORAL RESEARCH SOCIAL AND BEHAVIORAL INTERVENTIONS","4th",NA
"http://www.jhsph.edu/courses/course/21943/2015/224.840.01/special-studies-and-research-social-and-behavioral-interventions","224.840.01","SPECIAL STUDIES AND RESEARCH SOCIAL AND BEHAVIORAL INTERVENTIONS","4th",NA
"http://www.jhsph.edu/courses/course/21841/2015/224.865.01/doctoral-seminar-in-behavior-change-and-health","224.865.01","DOCTORAL SEMINAR IN BEHAVIOR, CHANGE AND HEALTH","4th","Friday,  1:30-4:30pm"
"http://www.jhsph.edu/courses/course/20661/2015/220.800.01/mph-capstone-international-health","220.800.01","MPH CAPSTONE INTERNATIONAL HEALTH","Summer",NA
"http://www.jhsph.edu/courses/course/20656/2015/221.606.81/training-methods-and-continuing-education-for-health-workers","221.606.81","TRAINING METHODS AND CONTINUING EDUCATION FOR HEALTH WORKERS","Summer",NA
"http://www.jhsph.edu/courses/course/20677/2015/221.675.91/knowledge-mobilization-with-indigenous-peoples","221.675.91","KNOWLEDGE MOBILIZATION WITH INDIGENOUS PEOPLES","Summer","MTuWThF,  8:30am-2:20pm"
"http://www.jhsph.edu/courses/course/20654/2015/221.688.81/social-and-behavioral-foundations-of-primary-health-care","221.688.81","SOCIAL AND BEHAVIORAL FOUNDATIONS OF PRIMARY HEALTH CARE","Summer",NA
"http://www.jhsph.edu/courses/course/20650/2015/222.641.81/principles-of-human-nutrition-in-public-health","222.641.81","PRINCIPLES OF HUMAN NUTRITION IN PUBLIC HEALTH","Summer",NA
"http://www.jhsph.edu/courses/course/20566/2015/221.615.11/health-emergencies-in-large-populations-h-e-l-p","221.615.11","HEALTH EMERGENCIES IN LARGE POPULATIONS (HELP)","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20564/2015/221.618.11/health-in-prisons","221.618.11","HEALTH IN PRISONS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20626/2015/221.665.11/early-childhood-intervention-in-tribal-communities","221.665.11","EARLY CHILDHOOD INTERVENTION IN TRIBAL COMMUNITIES","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21368/2015/221.666.11/introduction-to-american-indian-health-research-ethics","221.666.11","INTRODUCTION TO AMERICAN INDIAN HEALTH RESEARCH ETHICS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21369/2015/221.670.11/collecting-analyzing-and-using-public-health-data-in-native-american-communities","221.670.11","COLLECTING, ANALYZING AND USING PUBLIC HEALTH DATA IN NATIVE AMERICAN COMMUNITIES","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21367/2015/223.667.11/chronic-diseases-in-low-and-middle-income-countries-prevalence-and-epidemiology","223.667.11","CHRONIC DISEASES IN LOW AND MIDDLE INCOME COUNTRIES: PREVALENCE AND EPIDEMIOLOGY","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20621/2015/223.684.11/vector-borne-diseases-in-the-tropics","223.684.11","VECTOR-BORNE DISEASES IN THE TROPICS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20622/2015/223.685.11/tuberculosis-hiv-and-other-chronic-infections-in-the-tropics","223.685.11","TUBERCULOSIS, HIV AND OTHER CHRONIC INFECTIONS IN THE TROPICS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20623/2015/223.686.11/child-and-public-health-in-the-tropics","223.686.11","CHILD AND PUBLIC HEALTH IN THE TROPICS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20624/2015/223.688.11/intestinal-infections-in-the-tropics","223.688.11","INTESTINAL INFECTIONS IN THE TROPICS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/22364/2015/221.615.13/health-emergencies-in-large-populations-h-e-l-p","221.615.13","HEALTH EMERGENCIES IN LARGE POPULATIONS (HELP)","Winter Inst.",NA
"http://www.jhsph.edu/courses/course/21414/2015/221.667.13/an-interdisciplinary-approach-to-understanding-the-health-of-native-americans","221.667.13","AN INTERDISCIPLINARY APPROACH TO UNDERSTANDING THE HEALTH OF NATIVE AMERICANS","Winter Inst.",NA
"http://www.jhsph.edu/courses/course/22200/2015/221.669.13/american-indian-health-policy","221.669.13","AMERICAN INDIAN HEALTH POLICY","Winter Inst.",NA
"http://www.jhsph.edu/courses/course/21403/2015/223.660.13/tropical-medicine-and-parasitology","223.660.13","TROPICAL MEDICINE AND PARASITOLOGY","Winter Inst.",NA
"http://www.jhsph.edu/courses/course/21402/2015/223.686.13/child-and-public-health-in-the-tropics","223.686.13","CHILD AND PUBLIC HEALTH IN THE TROPICS","Winter Inst.",NA
"http://www.jhsph.edu/courses/course/20739/2015/330.601.81/perspectives-of-psychiatry-the-public-health-framework","330.601.81","PERSPECTIVES OF PSYCHIATRY: THE PUBLIC HEALTH FRAMEWORK","1st",NA
"http://www.jhsph.edu/courses/course/20966/2015/330.617.01/psychopathology-for-public-health","330.617.01","PSYCHOPATHOLOGY FOR PUBLIC HEALTH","1st","TuTh,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/20755/2015/330.651.01/seminar-on-program-planning-in-developing-countries-on-drug-abuse-and-other-health-problems-i","330.651.01","SEMINAR ON PROGRAM PLANNING IN DEVELOPING COUNTRIES ON DRUG ABUSE AND OTHER HEALTH PROBLEMS I","1st","TuTh,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/20815/2015/330.655.01/field-visits-in-drug-abuse-and-health-program-planning","330.655.01","FIELD VISITS IN DRUG ABUSE AND HEALTH PROGRAM PLANNING","1st","Friday,  1:30-3:50pm"
"http://www.jhsph.edu/courses/course/20854/2015/330.657.01/statistics-for-psychosocial-research-measurement","330.657.01","STATISTICS FOR PSYCHOSOCIAL RESEARCH: MEASUREMENT","1st","MW,  10:30-11:50am"
"http://www.jhsph.edu/courses/course/20947/2015/330.657.81/statistics-for-psychosocial-research-measurement","330.657.81","STATISTICS FOR PSYCHOSOCIAL RESEARCH: MEASUREMENT","1st",NA
"http://www.jhsph.edu/courses/course/21012/2015/330.662.01/public-mental-health","330.662.01","PUBLIC MENTAL HEALTH","1st","Friday,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/20719/2015/330.664.01/introduction-to-mental-health-services","330.664.01","INTRODUCTION TO MENTAL HEALTH SERVICES","1st","MW,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/20746/2015/330.800.01/mph-capstone-mental-health","330.800.01","MPH CAPSTONE MENTAL HEALTH","1st",NA
"http://www.jhsph.edu/courses/course/20964/2015/330.802.01/seminar-on-aging-cognition-and-neurodegenerative-disorders","330.802.01","SEMINAR ON AGING, COGNITION AND NEURODEGENERATIVE DISORDERS","1st","Thursday,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/20959/2015/330.805.01/seminar-on-statistical-methods-for-mental-health","330.805.01","SEMINAR ON STATISTICAL METHODS FOR MENTAL HEALTH","1st","Thursday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/20827/2015/330.820.01/thesis-research-mental-health","330.820.01","THESIS RESEARCH MENTAL HEALTH","1st",NA
"http://www.jhsph.edu/courses/course/20840/2015/330.830.01/postdoctoral-research-mental-health","330.830.01","POSTDOCTORAL RESEARCH MENTAL HEALTH","1st",NA
"http://www.jhsph.edu/courses/course/20838/2015/330.840.01/special-studies-and-research-mental-health","330.840.01","SPECIAL STUDIES AND RESEARCH MENTAL HEALTH","1st",NA
"http://www.jhsph.edu/courses/course/20930/2015/330.895.01/mph-practicum-mental-health","330.895.01","MPH PRACTICUM: MENTAL HEALTH","1st",NA
"http://www.jhsph.edu/courses/course/21046/2015/330.602.01/the-epidemiology-of-substance-use-and-related-problems","330.602.01","THE EPIDEMIOLOGY OF SUBSTANCE USE AND RELATED-PROBLEMS","2nd","TuTh,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/22166/2015/330.602.98/the-epidemiology-of-substance-use-and-related-problems","330.602.98","THE EPIDEMIOLOGY OF SUBSTANCE USE AND RELATED-PROBLEMS","2nd",NA
"http://www.jhsph.edu/courses/course/21054/2015/330.603.01/psychiatric-epidemiology","330.603.01","PSYCHIATRIC EPIDEMIOLOGY","2nd","MW,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/21303/2015/330.611.01/manuscript-writing-for-mental-health-research","330.611.01","MANUSCRIPT WRITING FOR MENTAL HEALTH RESEARCH","2nd","MW,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/21274/2015/330.620.01/issues-in-mental-health-research-in-developing-countries","330.620.01","ISSUES IN MENTAL HEALTH RESEARCH IN DEVELOPING COUNTRIES","2nd","TuTh,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/21060/2015/330.620.81/issues-in-mental-health-research-in-developing-countries","330.620.81","ISSUES IN MENTAL HEALTH RESEARCH IN DEVELOPING COUNTRIES","2nd",NA
"http://www.jhsph.edu/courses/course/21323/2015/330.628.01/gaps-and-opportunities-in-public-mental-health-a-systems-approach","330.628.01","GAPS AND OPPORTUNITIES IN PUBLIC MENTAL HEALTH: A SYSTEMS APPROACH","2nd","TuTh,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/21128/2015/330.652.01/seminar-on-program-planning-in-developing-countries-on-drug-abuse-and-other-health-problems-ii","330.652.01","SEMINAR ON PROGRAM PLANNING IN DEVELOPING COUNTRIES ON DRUG ABUSE AND OTHER HEALTH PROBLEMS II","2nd","TuTh,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/21240/2015/330.656.01/field-visits-in-drug-abuse-and-health-program-planning","330.656.01","FIELD VISITS IN DRUG ABUSE AND HEALTH PROGRAM PLANNING","2nd","Friday,  1:30-3:50pm"
"http://www.jhsph.edu/courses/course/21179/2015/330.660.01/seminar-on-methods-in-public-mental-health-research","330.660.01","SEMINAR ON METHODS IN PUBLIC MENTAL HEALTH RESEARCH","2nd","TuTh,  3:30-4:50pm"
"http://www.jhsph.edu/courses/course/22164/2015/330.669.98/epidemiology-of-major-mental-disorders","330.669.98","EPIDEMIOLOGY OF MAJOR MENTAL DISORDERS","2nd",NA
"http://www.jhsph.edu/courses/course/21214/2015/330.800.01/mph-capstone-mental-health","330.800.01","MPH CAPSTONE MENTAL HEALTH","2nd",NA
"http://www.jhsph.edu/courses/course/21055/2015/330.802.01/seminar-on-aging-cognition-and-neurodegenerative-disorders","330.802.01","SEMINAR ON AGING, COGNITION AND NEURODEGENERATIVE DISORDERS","2nd","Thursday,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/21294/2015/330.805.01/seminar-on-statistical-methods-for-mental-health","330.805.01","SEMINAR ON STATISTICAL METHODS FOR MENTAL HEALTH","2nd","Thursday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/21345/2015/330.811.01/mhs-thesis-in-mental-health-from-proposal-to-publication-i","330.811.01","MHS THESIS IN MENTAL HEALTH: FROM PROPOSAL TO PUBLICATION I","2nd","Friday,  10:30-11:50am"
"http://www.jhsph.edu/courses/course/21162/2015/330.820.01/thesis-research-mental-health","330.820.01","THESIS RESEARCH MENTAL HEALTH","2nd",NA
"http://www.jhsph.edu/courses/course/21152/2015/330.830.01/postdoctoral-research-mental-health","330.830.01","POSTDOCTORAL RESEARCH MENTAL HEALTH","2nd",NA
"http://www.jhsph.edu/courses/course/21169/2015/330.840.01/special-studies-and-research-mental-health","330.840.01","SPECIAL STUDIES AND RESEARCH MENTAL HEALTH","2nd",NA
"http://www.jhsph.edu/courses/course/21301/2015/330.854.81/a-brief-introduction-to-public-health-for-mental-health-clinicians","330.854.81","A BRIEF INTRODUCTION TO PUBLIC HEALTH FOR MENTAL HEALTH CLINICIANS","2nd",NA
"http://www.jhsph.edu/courses/course/21257/2015/330.895.01/mph-practicum-mental-health","330.895.01","MPH PRACTICUM: MENTAL HEALTH","2nd",NA
"http://www.jhsph.edu/courses/course/21541/2015/330.612.01/introduction-to-behavioral-and-psychiatric-genetics","330.612.01","INTRODUCTION TO BEHAVIORAL AND PSYCHIATRIC GENETICS","3rd","MW,  3:30-4:50pm"
"http://www.jhsph.edu/courses/course/21578/2015/330.653.01/seminar-on-program-planning-in-developing-countries-on-drug-abuse-and-other-health-problems-iii","330.653.01","SEMINAR ON PROGRAM PLANNING IN DEVELOPING COUNTRIES ON DRUG ABUSE AND OTHER HEALTH PROBLEMS III","3rd","TuTh,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/21542/2015/330.661.01/social-psychological-and-developmental-processes-in-the-etiology-of-mental-disorders","330.661.01","SOCIAL, PSYCHOLOGICAL, AND DEVELOPMENTAL PROCESSES IN THE ETIOLOGY OF MENTAL DISORDERS","3rd","MW,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/21439/2015/330.661.81/social-psychological-and-developmental-processes-in-the-etiology-of-mental-disorders","330.661.81","SOCIAL, PSYCHOLOGICAL, AND DEVELOPMENTAL PROCESSES IN THE ETIOLOGY OF MENTAL DISORDERS","3rd",NA
"http://www.jhsph.edu/courses/course/21430/2015/330.667.01/mental-health-and-the-law","330.667.01","MENTAL HEALTH AND THE LAW","3rd","TuTh,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/21631/2015/330.674.01/suicide-as-a-public-health-problem","330.674.01","SUICIDE AS A PUBLIC HEALTH PROBLEM","3rd","TuTh,  9:00-10:20am"
"http://www.jhsph.edu/courses/course/23022/2015/330.700.01/public-health-approaches-in-autism-and-developmental-disabilities","330.700.01","PUBLIC HEALTH APPROACHES IN AUTISM AND DEVELOPMENTAL DISABILITIES","3rd","TuTh,  3:30-4:50pm"
"http://www.jhsph.edu/courses/course/21603/2015/330.800.01/mph-capstone-mental-health","330.800.01","MPH CAPSTONE MENTAL HEALTH","3rd",NA
"http://www.jhsph.edu/courses/course/21436/2015/330.802.01/seminar-on-aging-cognition-and-neurodegenerative-disorders","330.802.01","SEMINAR ON AGING, COGNITION AND NEURODEGENERATIVE DISORDERS","3rd","Thursday,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/21680/2015/330.805.01/seminar-on-statistical-methods-for-mental-health","330.805.01","SEMINAR ON STATISTICAL METHODS FOR MENTAL HEALTH","3rd","Thursday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/21731/2015/330.812.01/mhs-thesis-in-mental-health-from-proposal-to-publication-ii","330.812.01","MHS THESIS IN MENTAL HEALTH: FROM PROPOSAL TO PUBLICATION II","3rd","Friday,  10:30-11:50am"
"http://www.jhsph.edu/courses/course/21453/2015/330.820.01/thesis-research-mental-health","330.820.01","THESIS RESEARCH MENTAL HEALTH","3rd",NA
"http://www.jhsph.edu/courses/course/21532/2015/330.830.01/postdoctoral-research-mental-health","330.830.01","POSTDOCTORAL RESEARCH MENTAL HEALTH","3rd",NA
"http://www.jhsph.edu/courses/course/21450/2015/330.840.01/special-studies-and-research-mental-health","330.840.01","SPECIAL STUDIES AND RESEARCH MENTAL HEALTH","3rd",NA
"http://www.jhsph.edu/courses/course/21643/2015/330.895.01/mph-practicum-mental-health","330.895.01","MPH PRACTICUM: MENTAL HEALTH","3rd",NA
"http://www.jhsph.edu/courses/course/21992/2015/330.606.01/economics-of-mental-health-and-substance-use-disorders","330.606.01","ECONOMICS OF MENTAL HEALTH AND SUBSTANCE USE DISORDERS","4th","TuTh,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/21937/2015/330.607.01/prevention-of-mental-disorders-public-health-interventions","330.607.01","PREVENTION OF MENTAL DISORDERS:  PUBLIC HEALTH INTERVENTIONS","4th","Tuesday,  3:30-5:50pm"
"http://www.jhsph.edu/courses/course/21794/2015/330.607.81/prevention-of-mental-disorders-public-health-interventions","330.607.81","PREVENTION OF MENTAL DISORDERS:  PUBLIC HEALTH INTERVENTIONS","4th",NA
"http://www.jhsph.edu/courses/course/21810/2015/330.615.01/drugs-society-and-policy-the-past-150-years","330.615.01","DRUGS, SOCIETY AND POLICY: THE PAST  YEARS","4th","Tuesday,  3:30-5:20pm"
